"partid","CCTncards","CCTacards","CCTratio","CCTaratio","CCTpayoff"
64000401,411,215,0.1855081,0.24315955,-8.6309524
64004701,568,138,0.266284,0.53611266,-16.071429
64006401,349,195,0.18011335,0.20962817,29.166667
64006901,535,197,0.23818608,0.33046298,10.535714
64007901,507,250,0.23490328,0.26391171,35.714286
64008701,304,212,0.1398493,0.15431086,40.892857
64011501,387,265,0.16540617,0.18923688,37.083333
64015601,435,292,0.20394491,0.25956722,14.464286
64016901,421,279,0.18610302,0.21601677,55.77381
64018301,527,275,0.24040325,0.35689398,7.6785714
64020401,410,237,0.18761564,0.2064405,43.214286
64020501,465,293,0.2208198,0.30711734,62.321429
64021901,418,187,0.18658182,0.22423215,-45.654762
64022901,370,182,0.1671079,0.17079027,0
64025601,326,224,0.15478104,0.16637118,30.714286
64026901,461,208,0.22686157,0.24098409,106.78571
64027801,451,91,0.21848613,0.16023652,43.988095
64029901,36,31,0.020242123,0.013100494,9.9404762
64031301,154,106,0.086520923,0.07939335,21.011905
64034901,535,242,0.23183106,0.266021,68.27381
64036201,340,126,0.17473768,0.13681895,93.988095
64036701,482,269,0.21499839,0.32992843,15.416667
64037701,277,119,0.14679683,0.10169915,74.940476
64039601,146,85,0.089200267,0.061619263,25.892857
64042701,468,277,0.21503731,0.2940179,7.0238095
64046301,412,154,0.20475573,0.19237531,99.107143
64047801,392,244,0.1620114,0.16379972,-24.821429
64049601,393,167,0.1983334,0.19096344,78.214286
64049701,378,176,0.17611816,0.17589462,18.928571
64051301,373,212,0.17957305,0.20005554,60.77381
64051501,203,114,0.092755905,0.07313904,60.47619
64052901,314,141,0.15762729,0.1453202,55.357143
64053701,385,193,0.16759274,0.15654429,26.666667
64055001,551,296,0.25290047,0.33491623,62.738095
64056701,376,135,0.17766067,0.12706811,76.488095
64057101,434,228,0.18812274,0.1898215,59.166667
64057201,415,240,0.2045583,0.27028198,18.095238
64057901,281,186,0.13882702,0.14236792,74.642857
64058101,419,285,0.1976277,0.23038023,44.642857
64058701,261,120,0.14376592,0.10637672,79.583333
64059001,216,137,0.11943611,0.10088945,34.880952
64060701,160,86,0.094987747,0.068321874,67.142857
64061701,301,154,0.15391942,0.14596015,40.416667
64061901,557,237,0.26992346,0.38926585,91.369048
64063501,397,186,0.18655589,0.18490025,66.130952
64063601,375,247,0.16650776,0.18197499,52.142857
64066601,289,211,0.14367851,0.15636863,46.488095
64067701,497,269,0.23322458,0.31632464,24.404762
64068201,308,172,0.1319006,0.12328607,-20.714286
64069001,302,119,0.14864011,0.10765465,77.5
64069401,458,190,0.20497859,0.2048124,61.547619
64069501,325,125,0.16994153,0.14133087,65.952381
64069601,297,206,0.14700156,0.14117332,71.904762
64070201,438,113,0.21163105,0.15586763,39.345238
64070601,425,209,0.20636037,0.28465028,20.77381
64071401,441,312,0.17870694,0.1894458,66.964286
64072601,198,153,0.10964381,0.10001609,48.630952
64072701,577,179,0.27326727,0.37978541,55.059524
64072901,359,119,0.17157758,0.14941701,12.440476
64073001,459,184,0.20983417,0.2986491,-13.809524
64073201,395,194,0.16817809,0.12837719,77.916667
64073501,528,275,0.23968659,0.31547285,76.190476
64075601,178,142,0.075177275,0.069233803,2.6190476
64075801,630,253,0.28221591,0.41684124,55.119048
64076301,428,193,0.20123547,0.23600161,42.440476
64079401,212,0,0.11061495,0,99.107143
64079601,532,284,0.23704863,0.29024744,96.666667
64079801,381,223,0.18419132,0.19387149,38.630952
64080101,550,146,0.25100079,0.40452354,-26.964286
64081701,307,111,0.16076939,0.10812014,75
64082001,208,65,0.11316536,0.061340766,34.702381
64082301,557,278,0.22741032,0.22070609,26.72619
64083001,352,195,0.17131715,0.16455214,35.47619
64083901,497,229,0.23236033,0.30571005,55.178571
64084601,436,172,0.21229858,0.29632862,-14.940476
64085501,365,165,0.17985695,0.15712692,75
64086301,493,228,0.21793723,0.29340369,-21.964286
64088601,462,155,0.19973027,0.14186747,103.69048
64089401,457,163,0.2097096,0.25854851,8.3333333
64089701,563,273,0.25529967,0.34845114,24.047619
64090101,348,118,0.17099091,0.15635581,28.27381
64090301,204,86,0.090212946,0.062322553,-8.6309524
64090901,358,110,0.1538968,0.073351059,112.20238
64092901,356,154,0.16639934,0.14492293,59.583333
64093501,388,184,0.18266857,0.20348578,24.761905
64094201,506,246,0.22120734,0.25778873,-7.202381
64096601,520,318,0.22196485,0.27493506,47.5
64098201,467,231,0.20794429,0.25919133,31.130952
64099201,509,156,0.21512113,0.19018734,50.654762
64100101,279,91,0.12288262,0.069806472,35.119048
64100701,206,99,0.082846782,0.051120709,33.690476
64100901,513,283,0.24139494,0.37374276,50.059524
64101101,599,203,0.26215283,0.43035349,-5.3571429
64102101,420,214,0.20643796,0.3085708,-16.845238
64102401,565,114,0.26504242,0.30960326,14.464286
64102801,510,187,0.21496267,0.20694645,28.869048
64103301,458,278,0.21015489,0.25185341,40.535714
64103801,550,228,0.25412711,0.31979205,55.892857
64104501,499,227,0.23980188,0.29484092,52.261905
64104601,382,233,0.17315393,0.1757601,47.083333
64105101,309,165,0.14866434,0.14623389,2.0833333
64109601,352,207,0.16845923,0.18164796,64.940476
64110701,582,196,0.26759992,0.61902113,8.6309524
64111001,526,217,0.22827131,0.27392186,-2.7380952
64111201,595,226,0.26777428,0.36102724,69.940476
64112901,488,212,0.22989777,0.32843311,68.214286
64113001,474,223,0.21347799,0.24931174,75
64114801,488,252,0.23367304,0.32653866,69.761905
64115101,442,92,0.1978629,0.10618599,84.464286
64115601,396,157,0.18826015,0.14790896,113.75
64116101,531,278,0.23731427,0.3071367,35.059524
64116201,557,149,0.24715169,0.22366639,89.107143
64116301,324,132,0.1409323,0.11473337,0.29761905
64116901,515,296,0.23461805,0.31733018,70.714286
64117601,NA,NA,NA,NA,NA
64118001,71,38,0.049802661,0.024430488,23.571429
64118401,417,242,0.17420227,0.17836335,25.416667
64118601,428,163,0.2062519,0.20080844,79.821429
64120001,499,162,0.23187081,0.36982759,-43.392857
64120201,422,103,0.20271311,0.16810308,18.988095
64120701,297,211,0.1370736,0.15606814,-7.8571429
64121001,521,318,0.23602268,0.28002797,67.261905
64121601,546,171,0.2556363,0.46301446,-26.011905
64122901,267,146,0.11960806,0.10768369,-34.285714
64124501,418,195,0.17240858,0.14172545,71.071429
64125001,648,172,0.2888692,0.45511573,45
64125601,522,234,0.21301604,0.24276382,-11.25
64126601,235,93,0.13846958,0.096461346,41.964286
64126701,496,227,0.21500135,0.20493653,110.17857
64127001,307,138,0.14051227,0.10247403,39.880952
64127201,486,176,0.20460873,0.20186037,3.3928571
64127301,506,230,0.22989602,0.24611567,104.10714
64129001,502,228,0.21565689,0.28447316,7.1428571
64129201,368,156,0.17546949,0.16295715,22.5
64129701,271,100,0.13057179,0.088467405,34.642857
64130101,487,199,0.22135626,0.28374418,0.05952381
64130201,594,132,0.26479518,0.31288734,51.607143
64130901,457,192,0.20288744,0.23046576,31.488095
64131001,365,231,0.15299612,0.15766499,10.297619
64131501,666,252,0.2940226,0.37790013,50.654762
64134301,448,220,0.19819741,0.21862676,80.178571
64134801,504,264,0.2342977,0.30159752,15.833333
64135001,486,240,0.21741906,0.23959966,7.2619048
64136701,526,233,0.24816352,0.38009715,31.547619
64136801,333,232,0.15426071,0.15469613,73.27381
64137401,551,157,0.25398074,0.32829307,45.238095
64138101,362,147,0.15789013,0.15731769,-33.511905
64138301,401,233,0.16073932,0.12468102,64.761905
64139201,391,171,0.18302701,0.16275985,71.904762
64139301,354,182,0.1658607,0.14762816,104.34524
64139401,353,159,0.17585218,0.16950573,23.392857
64141301,603,218,0.25389733,0.21907598,28.869048
64141701,455,189,0.2110992,0.28349727,5.8928571
64142601,248,35,0.11395368,0.024021963,90.654762
64143401,520,219,0.23864371,0.3591326,-25.416667
64144101,433,223,0.1826471,0.18227029,33.690476
64144501,422,199,0.20243074,0.29062867,-41.130952
64144601,219,137,0.099437963,0.090639704,28.214286
64146301,493,224,0.23020683,0.29867631,68.571429
64146901,323,117,0.14469714,0.10082346,43.392857
64148301,521,190,0.23329237,0.2642674,54.047619
64148601,124,98,0.058911281,0.05031468,17.678571
64148801,497,159,0.23550132,0.22257685,65.119048
64149401,439,227,0.19410988,0.24437742,3.3333333
64149901,404,215,0.17188483,0.15387535,52.02381
64150101,507,212,0.22343993,0.26433832,12.5
64150401,393,227,0.17654642,0.17376888,32.380952
64151401,446,154,0.21212575,0.28616348,-15.952381
64152701,572,218,0.25934992,0.38942514,14.404762
64153601,320,165,0.13410049,0.103105,63.452381
64153801,303,139,0.13141009,0.085995059,90
64154201,283,69,0.14340988,0.074096667,38.392857
64154401,413,256,0.18735915,0.24826526,14.52381
64154501,456,191,0.2099293,0.19921539,58.154762
64154901,287,209,0.12701588,0.12973848,-5.5357143
64155101,405,193,0.19754716,0.23463193,24.880952
64155301,515,169,0.24060366,0.26939904,40.654762
64156501,389,252,0.19148584,0.25733005,61.190476
64156901,488,69,0.23111977,0.3530158,-66.666667
64157801,563,228,0.23576945,0.25951888,0.23809524
64158001,238,157,0.126372,0.12792158,24.702381
64158201,320,150,0.1484641,0.11965535,73.154762
64159301,506,284,0.20525228,0.18795037,32.678571
64160101,388,264,0.16906108,0.18976911,37.083333
64161401,512,241,0.21381501,0.20076637,61.547619
64161601,529,117,0.24166979,0.27390414,-40.059524
64162001,380,150,0.17171431,0.17136633,30.47619
64162701,419,134,0.19992126,0.18981646,24.821429
64163801,604,110,0.26523097,0.27894241,28.511905
64164801,270,213,0.12297394,0.12752756,47.083333
64165001,446,176,0.19970876,0.19823085,-18.75
64165601,471,219,0.22333041,0.3516672,20
64165701,305,159,0.14606545,0.12596973,47.738095
64166501,381,182,0.18742769,0.21338436,-6.1309524
64166701,333,144,0.16280766,0.14063723,41.666667
64167601,291,151,0.1406016,0.12252757,80.416667
64167801,367,257,0.16848875,0.17516302,33.333333
64167901,503,208,0.23877684,0.35659529,49.52381
64168101,400,30,0.19946656,0.045505107,41.666667
64169101,610,260,0.27636966,0.38235578,85.416667
64170001,452,291,0.21557319,0.30485063,29.583333
64170601,266,196,0.12306445,0.14190499,8.0952381
64171101,554,118,0.2597145,0.64034112,-30.714286
64171601,674,246,0.28088316,0.26812267,88.154762
64171801,654,194,0.29410452,0.53540971,46.607143
64172901,207,157,0.092172419,0.09529397,32.97619
64173401,437,143,0.18966235,0.15081502,49.702381
64173601,576,259,0.26147246,0.27456117,101.66667
64174501,454,225,0.21338025,0.2578675,33.571429
64174801,470,267,0.22051796,0.29524822,25.952381
64174901,693,151,0.29905214,0.45090505,-18.035714
64175001,447,244,0.20156114,0.23705467,28.571429
64175101,438,238,0.21172302,0.30006871,65
64176001,418,213,0.19455806,0.17831826,61.130952
64176201,255,138,0.11975207,0.11607865,-28.75
64176401,445,177,0.19384408,0.19513514,-37.440476
64176501,371,253,0.16471911,0.17426834,68.392857
64176601,572,229,0.26056913,0.31676197,86.607143
64176801,295,82,0.15123413,0.073767468,60.77381
64177901,361,172,0.19098915,0.19420344,102.5
64178801,182,31,0.084894261,0.019119777,70.119048
64179101,552,308,0.25337258,0.38807679,24.047619
64179301,414,208,0.17402144,0.19213443,23.214286
64179701,322,232,0.15433221,0.15670035,23.928571
64180001,657,240,0.28138533,0.29453195,65.47619
64180601,445,193,0.19857143,0.19331618,9.8214286
64181101,477,184,0.20715972,0.22606234,-42.738095
64181301,513,183,0.24310659,0.25770265,83.452381
64181801,394,266,0.18779479,0.23737696,33.27381
64181901,300,102,0.14422701,0.10152121,14.166667
64182001,346,186,0.17119358,0.20758953,7.8571429
64182201,642,286,0.28603844,0.44407555,39.285714
64182301,516,346,0.21853451,0.25742206,50.833333
64182501,472,143,0.1997296,0.18693548,-60.833333
64182701,409,233,0.19715682,0.26621262,-3.3333333
64182801,469,238,0.22256707,0.38184362,-19.880952
64183001,316,161,0.16242379,0.14571234,56.369048
64183101,531,117,0.24696171,0.47511123,-32.202381
64183201,394,239,0.19155496,0.26106314,22.440476
64183301,403,241,0.17973526,0.20846714,30.297619
64183501,334,97,0.16227837,0.088153504,73.27381
64184101,171,27,0.098762208,0.026239472,25.892857
64184701,320,181,0.16400746,0.16671207,10.297619
64184901,550,196,0.25490958,0.3570654,-1.4880952
64185101,352,233,0.17106557,0.20988098,35.416667
64186001,386,179,0.16716378,0.16274255,67.261905
64186401,482,273,0.22150341,0.29673346,7.6785714
64186801,441,162,0.21072112,0.26691493,26.964286
64187001,510,231,0.24164408,0.3447718,16.369048
64187101,424,141,0.194369,0.14103844,33.27381
64187301,354,195,0.18437162,0.17641286,89.821429
64188401,138,125,0.058270538,0.057833364,38.035714
64188901,581,288,0.24371722,0.2756844,93.869048
64189101,542,186,0.2496092,0.42178669,-15.416667
64189201,347,201,0.15962717,0.17407399,-20.892857
64190101,563,249,0.25937655,0.31878547,65.416667
64190201,198,94,0.095737964,0.066149383,52.678571
64190401,525,225,0.24845798,0.32739476,63.809524
64190501,491,236,0.21396401,0.26608785,3.2142857
64191901,699,153,0.30519463,0.36023879,24.940476
64192101,455,228,0.20335355,0.20043784,90.357143
64192801,485,223,0.23053669,0.3244206,25.77381
64193501,334,191,0.15078598,0.13727325,74.22619
64193601,323,134,0.15412816,0.12578714,14.642857
64194201,564,193,0.24892367,0.31940582,52.440476
64194501,552,184,0.25234395,0.31849211,22.619048
64194701,349,113,0.17551664,0.12309482,88.690476
64195101,345,214,0.17094085,0.20496102,16.904762
64195201,318,147,0.14207954,0.11952155,31.309524
64195501,540,246,0.2544693,0.36258634,36.011905
64195601,520,143,0.24353265,0.40200531,-33.214286
64196601,363,192,0.17615748,0.18610139,70.654762
64196701,423,155,0.19041986,0.17381848,26.904762
64197801,551,221,0.24572557,0.3183667,36.547619
64198101,433,227,0.21142602,0.31144308,1.4285714
64198701,556,161,0.25382379,0.28240919,30.47619
64199201,409,246,0.2003263,0.21969133,48.154762
64199301,341,236,0.16402334,0.213423,-3.3928571
64199601,543,152,0.24895642,0.37661886,-20
64200501,435,149,0.21935275,0.19862903,49.642857
64200601,392,178,0.1768224,0.20229054,12.083333
64200901,495,188,0.23221175,0.31385915,12.261905
64202001,540,210,0.24921289,0.30342728,73.392857
64202201,478,242,0.2286748,0.33369013,65.119048
64202501,337,225,0.15211677,0.18219847,-30.595238
64202601,572,167,0.24386489,0.22546462,30.77381
64202701,307,243,0.14251397,0.15400459,47.440476
64202901,435,153,0.19496089,0.16978237,20.714286
64204201,464,106,0.21666152,0.13541488,66.190476
64204501,640,132,0.28305383,0.48446834,-22.261905
64204601,466,292,0.21537541,0.34062018,16.785714
64204701,321,185,0.15864504,0.18253692,4.5833333
64205801,482,226,0.20619474,0.22284681,34.940476
64205901,496,221,0.21076148,0.26679844,19.22619
64206701,484,191,0.21998737,0.26584066,17.202381
64207301,561,242,0.24288574,0.26383808,-20.892857
64207801,439,223,0.20032781,0.22445753,21.845238
64207901,332,175,0.16417374,0.1740506,3.8095238
64209301,499,182,0.23495417,0.36561321,1.0119048
64211001,76,39,0.041960178,0.023295374,56.904762
64212701,353,60,0.17278322,0.0759057,53.928571
65000201,384,215,0.17268601,0.190042,27.738095
65000301,371,164,0.1856738,0.20792939,22.142857
65000501,347,158,0.17160853,0.14425287,86.309524
65000601,196,44,0.11066388,0.033772795,80.178571
65000701,668,145,0.2979559,0.62773452,-16.488095
65000801,495,174,0.23342469,0.34024733,11.309524
65000901,418,124,0.20599535,0.18748104,24.583333
65001001,499,228,0.23265629,0.32406781,34.345238
65001101,314,183,0.15426991,0.15201722,80
65001201,364,148,0.1837139,0.19137433,30.595238
65001301,622,181,0.27602865,0.45323864,-3.5714286
65001401,484,302,0.19926948,0.22351481,17.678571
65001501,340,143,0.16522193,0.12478778,67.321429
65001601,455,238,0.21343839,0.30087054,-9.5238095
65001701,468,145,0.20721341,0.26717186,-53.095238
65001801,405,168,0.19409097,0.17023297,95.059524
65001901,579,300,0.27821896,0.40779401,92.97619
65002001,355,229,0.15690547,0.19276998,7.5
65002101,437,267,0.20841444,0.29437048,38.333333
65002201,563,268,0.25993909,0.41917615,23.27381
65002301,412,284,0.17899952,0.2377991,28.27381
65002401,287,101,0.14641459,0.099473621,38.869048
65002501,538,284,0.23859639,0.30539292,19.880952
65002601,622,174,0.28633797,0.64466691,-13.392857
65002701,463,272,0.21806878,0.25219714,68.988095
65002801,504,184,0.23612129,0.43618571,-15.357143
65002901,518,271,0.23829076,0.33585372,58.27381
65003001,329,231,0.13829991,0.13720884,16.964286
65003101,439,254,0.20069347,0.26234996,10.238095
65003201,351,199,0.15192759,0.13676146,63.511905
65003301,299,147,0.14073738,0.12186669,39.761905
65003401,438,210,0.18956784,0.20072223,17.02381
65003501,345,202,0.1589159,0.16309663,47.380952
65003601,390,224,0.17441881,0.194634,60.416667
65003701,359,242,0.15663791,0.16325932,55.178571
65003801,501,174,0.23500112,0.49089266,-35.654762
65003901,461,248,0.22068918,0.36628863,19.166667
65004001,429,207,0.20620648,0.22836176,67.261905
65004101,452,100,0.22576474,0.15057134,84.940476
65004201,437,287,0.19907539,0.24750259,107.5
65004301,530,195,0.24528148,0.45027303,-23.214286
65004401,578,212,0.25179786,0.23842584,44.761905
65004501,272,178,0.12674602,0.11681171,78.988095
65004601,454,201,0.19359305,0.17387802,-23.27381
65004701,254,201,0.10996568,0.11678903,65.595238
65004801,490,183,0.21226171,0.2417881,18.571429
65004901,320,89,0.1500248,0.084885322,27.440476
65005001,174,79,0.074734062,0.04216621,47.261905
65005101,534,215,0.23323293,0.26329667,60.47619
65005201,206,59,0.098931949,0.042283173,50.535714
65005301,442,134,0.18886869,0.16561268,13.988095
65005401,477,153,0.20949885,0.16024822,92.916667
65005501,366,209,0.16896881,0.1672054,49.821429
65005601,385,234,0.15977765,0.14471677,57.97619
65005701,491,148,0.23299969,0.25515851,48.511905
65005801,374,216,0.17512752,0.19916325,13.095238
65005901,415,251,0.19100774,0.23283167,19.107143
65006001,272,80,0.1223261,0.064060196,35.595238
65006101,375,186,0.17800367,0.21489857,6.8452381
65006201,477,294,0.21755022,0.28580656,-5.0595238
65006301,566,268,0.26201481,0.4391606,3.3333333
65006401,229,140,0.12761787,0.1289686,-6.0714286
65006501,558,191,0.26108344,0.54917501,3.0357143
65006601,460,208,0.22133758,0.39128352,4.4642857
65006701,420,234,0.18400709,0.21762293,43.869048
65006801,569,216,0.24166066,0.28429405,-1.0119048
65006901,325,224,0.16385156,0.18126177,34.821429
65007001,423,274,0.17919311,0.19275089,25.833333
65007101,127,103,0.068718329,0.064412637,30.297619
65007201,94,37,0.05206806,0.021091631,5.8928571
65007301,549,264,0.23673623,0.32098977,32.97619
65007401,444,239,0.21756991,0.27773555,46.72619
65007501,284,105,0.14890342,0.089001879,93.452381
65007601,532,324,0.22747841,0.30565642,90.47619
65007701,446,165,0.20850917,0.3149672,-77.083333
65007801,392,270,0.19045873,0.25058983,53.571429
65007901,311,179,0.14242226,0.14461447,15.178571
65008001,620,266,0.28697809,0.44815072,95.714286
65008101,529,269,0.24049767,0.33321263,26.428571
65008201,447,212,0.20275861,0.19234285,60.47619
65008301,628,112,0.28954733,0.35621721,30.595238
65008401,329,191,0.1402477,0.12059512,76.25
65008501,437,252,0.20483204,0.29132567,-30.833333
65008601,496,170,0.23018955,0.26128779,43.869048
65008701,615,319,0.27638689,0.43501087,17.559524
65008901,310,161,0.13873149,0.12799635,-35.77381
65009001,271,116,0.14246414,0.10449407,71.071429
65009101,395,218,0.17268227,0.16939673,41.547619
65009201,369,273,0.18281752,0.23034522,64.583333
65009301,419,184,0.19611041,0.22317456,55.77381
65009401,358,147,0.17244976,0.18197735,1.1904762
65009501,374,214,0.18446991,0.23784101,14.52381
65009601,177,135,0.09046663,0.083667103,24.940476
65009701,240,76,0.11427164,0.054258695,80
65009801,289,110,0.14988618,0.12472486,24.52381
65009901,61,45,0.031003539,0.02361378,18.75
65010001,480,193,0.23265381,0.41831665,-4.6428571
65010101,602,292,0.27790937,0.56101551,33.690476
65010201,620,223,0.28201253,0.44142593,20.357143
65010301,524,236,0.2478675,0.41860573,-12.261905
65010401,502,144,0.23445425,0.48505747,-60.77381
65010601,310,138,0.14851712,0.14146755,-13.27381
65011001,405,138,0.18907131,0.15665323,79.880952
65011101,280,140,0.1316106,0.11342328,51.666667
65011201,398,185,0.19271337,0.18277476,75.714286
65011301,265,81,0.12360036,0.069077331,44.761905
65011401,475,151,0.22016474,0.19472078,30.059524
65011501,505,173,0.23163388,0.40322581,-44.345238
65011601,526,179,0.22413791,0.20971897,45.535714
65011701,420,220,0.19771879,0.28954302,8.1547619
65011801,213,135,0.10197691,0.090873925,63.392857
65011901,439,220,0.19292447,0.19099656,52.440476
65012001,306,195,0.1314764,0.13936921,-0.11904762
65012101,620,251,0.28554946,0.51425195,38.27381
65012201,413,196,0.18377389,0.17574965,64.52381
65012301,393,202,0.17324055,0.15665353,98.928571
65012401,419,187,0.18886942,0.21463956,33.928571
65012501,349,275,0.15221927,0.16741907,44.345238
65012601,529,179,0.24448088,0.3564493,20.833333
65012701,365,228,0.17545055,0.21307848,29.52381
65012801,163,91,0.07460337,0.051142824,42.857143
65012901,541,132,0.24828425,0.36169818,-19.166667
65013001,477,238,0.22501701,0.29602074,17.678571
65013101,544,270,0.24436656,0.34469535,50.654762
65013201,434,268,0.19919356,0.26547571,18.809524
65013301,598,119,0.2778146,0.44654554,-6.6666667
65013401,534,218,0.23580965,0.30662155,18.988095
65013501,647,139,0.29788856,0.89677419,1.25
65013601,383,274,0.17727963,0.20272196,64.583333
65013701,346,99,0.17059424,0.13865629,10.297619
65013801,320,177,0.14662079,0.15288326,4.2261905
65013901,351,156,0.15435854,0.126534,40.238095
65014001,389,108,0.18644539,0.17646923,2.6190476
65014101,496,190,0.22166891,0.25463988,29.464286
65014201,573,279,0.26064723,0.38524278,14.761905
65014401,364,251,0.17333939,0.20190035,26.547619
65014501,688,222,0.3128151,0.67161113,21.011905
65014601,213,110,0.11752684,0.094916656,-2.9761905
65014701,469,165,0.21770025,0.19999013,55.297619
65014801,560,262,0.23608673,0.25258044,84.702381
65014901,325,127,0.15838724,0.12832624,61.309524
65015401,376,185,0.18993524,0.18578946,57.321429
65015501,338,193,0.17393366,0.24170687,11.547619
65015601,428,257,0.19290476,0.2534368,23.511905
65015801,595,176,0.27318634,0.49256118,-5.1785714
65015901,418,250,0.19675549,0.28004785,8.3928571
65016001,79,47,0.058116422,0.031289581,11.25
65016101,541,260,0.23321079,0.28997961,58.809524
65016201,334,208,0.14687681,0.16030775,19.107143
65016301,371,253,0.16726071,0.21649132,42.5
65016401,225,176,0.092890008,0.092281601,-0.35714286
65016501,490,315,0.21738823,0.26744368,25.47619
65016601,358,75,0.17084075,0.099170909,5.297619
65016701,278,143,0.1422313,0.11659578,76.25
65016801,509,257,0.23637558,0.34207706,44.404762
65016901,288,180,0.12824876,0.13266702,-28.27381
65017001,581,320,0.24952684,0.33325883,58.452381
65017101,287,139,0.13070319,0.10137189,73.27381
65017201,545,178,0.23774214,0.22816727,49.404762
65017301,277,189,0.13077725,0.13512344,49.642857
65017401,387,163,0.17974999,0.14522194,44.166667
65017501,483,224,0.21578941,0.22839797,40.416667
65017601,411,177,0.20453743,0.27712253,28.154762
65017701,536,96,0.25651407,0.20190735,71.607143
65017801,307,156,0.15644442,0.15393172,72.261905
65017901,229,158,0.10681298,0.097128231,51.666667
65018001,480,215,0.21827193,0.26601218,33.988095
65018101,502,209,0.21653423,0.23016117,62.678571
65018201,345,114,0.16651007,0.12585594,24.166667
65018301,519,296,0.21867122,0.23946049,45.952381
65018401,587,131,0.26344171,0.24516368,68.392857
65018501,509,316,0.24733678,0.36417934,66.071429
65018601,482,293,0.2210639,0.26058037,56.785714
65018701,484,241,0.21998567,0.25808532,4.9404762
65018801,548,219,0.26363714,0.4773452,12.440476
65018901,250,43,0.12242123,0.042275394,50.059524
65019001,349,164,0.17995732,0.18726536,73.154762
65019101,305,152,0.16049749,0.16656079,23.988095
65019201,456,248,0.21438491,0.2715506,37.142857
65019301,528,208,0.2306118,0.25362416,42.559524
65019401,480,243,0.22708628,0.30768728,42.619048
65019501,276,98,0.14276124,0.080651944,92.678571
65019601,315,150,0.15921009,0.15930716,-19.404762
65019701,456,152,0.19113434,0.13611493,21.607143
65019801,230,28,0.11157055,0.022246941,71.071429
65019901,358,200,0.17699851,0.20640147,58.511905
65020001,359,258,0.15168118,0.17178024,48.75
65020101,258,58,0.12779351,0.047311166,72.440476
65020201,415,225,0.19737554,0.23201916,61.071429
65020301,336,146,0.17115736,0.13815946,92.97619
65020401,205,35,0.098806599,0.023470523,80.297619
65020501,400,209,0.18592297,0.22754913,40.952381
65020601,310,165,0.15688477,0.15407635,42.380952
65020701,467,221,0.20188773,0.2088819,74.107143
65020801,405,218,0.18620793,0.1739415,83.988095
65020901,407,214,0.19175093,0.25537249,6.9047619
65021001,430,184,0.19545464,0.17871721,65.416667
65021101,504,264,0.23282285,0.34216766,28.333333
65021201,296,82,0.13190966,0.057701149,119.58333
65021301,293,202,0.14368503,0.16938865,-1.6071429
65021401,500,210,0.23552612,0.32133117,20.238095
